domain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
grant,grant_program,iija_funded,iija_funded,Infrastructure Investment and Jobs Act (IIJA) Funded,BOOLEAN,,,,true|false,master_data,Indicates whether this program was created or expanded by the Infrastructure Investment and Jobs Act (Bipartisan Infrastructure Law) of 2021.,Infrastructure Investment and Jobs Act
grant,grant_program,indirect_cost_rate_allowed,indirect_cost_rate_allowed,Indirect Cost Rate Allowed,BOOLEAN,,,,true|false,master_data,Indicates whether grant recipients are permitted to charge indirect costs to projects funded under this program.,OMB Uniform Guidance 2 CFR 200.414
grant,grant_program,indirect_cost_rate_percentage,indirect_cost_rate_percentage,Indirect Cost Rate Percentage,"DECIMAL(5,2)",,,,,master_data,"Maximum allowable indirect cost rate that can be charged to projects under this program, expressed as a percentage.",OMB Uniform Guidance 2 CFR 200.414
grant,grant_program,is_active,is_active,Is Active,BOOLEAN,,,,true|false,master_data,Indicates whether the grant program is currently active and accepting applications.,NCDOT Data Management
grant,grant_program,last_updated_date,last_updated_date,Last Updated Date,DATE,,,,,master_data,"Date when the program record was last updated or modified, in format yyyy-MM-dd.",NCDOT Data Management
grant,grant_program,manager_email,manager_email,Program Manager Email,STRING,,,"restricted,pii_email","^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",master_data,Email address of the NCDOT program manager responsible for this grant program.,NCDOT Contact Information
grant,grant_program,manager_name,manager_name,Program Manager Name,STRING,,,,,master_data,Name of the NCDOT staff member responsible for administering and managing this grant program.,NCDOT Organization
grant,grant_program,manager_phone,manager_phone,Program Manager Phone,STRING,,,"restricted,pii_phone","^\+?[0-9]{10,15}$",master_data,Phone number of the NCDOT program manager responsible for this grant program.,NCDOT Contact Information
grant,grant_program,match_requirement_percentage,match_requirement_percentage,Match Requirement Percentage,"DECIMAL(5,2)",,,,,master_data,"Percentage of non-federal or local matching funds required for projects funded under this program. Expressed as a percentage (e.g., 20.00 for 20% match).",OMB Uniform Guidance 2 CFR 200.306
grant,grant_program,maximum_award_amount,maximum_award_amount,Maximum Award Amount,"DECIMAL(18,2)",,,,,master_data,"Maximum grant award amount that can be requested or awarded to a single project or applicant under this program, expressed in US dollars.",OMB Uniform Guidance 2 CFR 200
grant,grant_program,maximum_extension_months,maximum_extension_months,Maximum Extension Months,INT,,,,,master_data,Maximum number of months by which the period of performance can be extended for grants under this program.,OMB Uniform Guidance 2 CFR 200
grant,grant_program,minimum_award_amount,minimum_award_amount,Minimum Award Amount,"DECIMAL(18,2)",,,,,master_data,"Minimum grant award amount that can be requested or awarded under this program, expressed in US dollars.",OMB Uniform Guidance 2 CFR 200
grant,grant_program,name,name,Program Name,STRING,,,,,master_data,Official name of the grant program as designated by the funding agency.,OMB Uniform Guidance 2 CFR 200
grant,grant_program,nepa_classification,nepa_classification,National Environmental Policy Act (NEPA) Classification,STRING,,,,CE|EA|EIS|exempt,master_data,"Typical level of NEPA environmental review required for projects under this program: Categorical Exclusion (CE), Environmental Assessment (EA), Environmental Impact Statement (EIS), or exempt from NEPA.","NEPA, CFR Title 23"
grant,grant_program,payment_schedule,payment_schedule,Payment Schedule,STRING,,,,,master_data,Description of the payment schedule and disbursement timing for grant funds under this program.,OMB Uniform Guidance 2 CFR 200.305
grant,grant_program,period_of_performance_months,period_of_performance_months,Period of Performance Months,INT,,,,,master_data,Standard duration in months for the period of performance for grants awarded under this program.,OMB Uniform Guidance 2 CFR 200
grant,grant_program,priority_areas,priority_areas,Priority Areas,STRING,,,,,master_data,"Geographic areas, project types, or policy priorities that receive preference or additional points in the competitive selection process.",USDOT Grant Programs
grant,grant_program,reauthorization_date,reauthorization_date,Reauthorization Date,DATE,,,,,master_data,"Date when the grant program was most recently reauthorized by legislation, in format yyyy-MM-dd.",Federal Transportation Legislation
grant,grant_program,reimbursement_method,reimbursement_method,Reimbursement Method,STRING,,,,advance|reimbursement|working-capital|hybrid,master_data,"Method by which grant funds are disbursed to recipients (advance payment, reimbursement after expenditure, working capital advance, or hybrid approach).",OMB Uniform Guidance 2 CFR 200.305
grant,grant_program,reporting_frequency,reporting_frequency,Reporting Frequency,STRING,,,,monthly|quarterly|semi-annual|annual|as-needed|milestone-based,master_data,"Frequency with which grant recipients must submit progress and financial reports (monthly, quarterly, semi-annual, annual, as-needed, or milestone-based).",OMB Uniform Guidance 2 CFR 200.328
grant,grant_program,reporting_requirements,reporting_requirements,Reporting Requirements,STRING,,,,,master_data,"Description of the periodic reporting requirements for grant recipients, including frequency, format, and content of progress reports, financial reports, and performance metrics.",OMB Uniform Guidance 2 CFR 200.328
grant,grant_program,selection_criteria,selection_criteria,Selection Criteria,STRING,,,,,master_data,"Description of the evaluation criteria used to score and rank competitive grant applications, including weighting of factors such as project readiness, cost-effectiveness, safety benefits, economic impact, and environmental sustainability.",OMB Uniform Guidance 2 CFR 200
grant,grant_program,single_audit_threshold,single_audit_threshold,Single Audit Threshold,"DECIMAL(18,2)",,,,,master_data,"Dollar threshold of federal expenditures that triggers single audit requirements under OMB Uniform Guidance, expressed in US dollars.",OMB Uniform Guidance 2 CFR 200.501
grant,grant_program,start_date,start_date,Program Start Date,DATE,,,,,master_data,"Date when the grant program became or will become active and eligible to accept applications, in format yyyy-MM-dd.",OMB Uniform Guidance 2 CFR 200
grant,grant_program,state_fiscal_year,state_fiscal_year,State Fiscal Year (SFY),STRING,,,,^[0-9]{4}$,master_data,"North Carolina state fiscal year designation, running July 1 through June 30. Format: YYYY.","NCGS, GASB"
grant,grant_program,status,status,Program Status,STRING,,,,active|inactive|suspended|pending|closed|archived,master_data,Current operational status of the grant program indicating whether it is actively accepting applications and awarding funds.,OMB Uniform Guidance 2 CFR 200
grant,grant_program,statutory_authority,statutory_authority,Statutory Authority,STRING,,,,,master_data,"Legal citation of the federal or state statute that authorizes the grant program, including public law number, USC citation, or state general statute reference.","NCGS, CFR Title 23, CFR Title 49"
grant,grant_program,total_program_funding,total_program_funding,Total Program Funding,"DECIMAL(18,2)",,,confidential,,master_data,"Total funding available under this grant program across all fiscal years, including multi-year authorizations, expressed in US dollars.","GASB, OMB Uniform Guidance 2 CFR 200"
grant,grant_program,type,type,Program Type,STRING,,,,federal|state|local|private|joint,master_data,"Classification of the grant program by funding source level (federal, state, local, private foundation, or joint funding).",OMB Uniform Guidance 2 CFR 200
grant,grant_program,website_url,website_url,Website URL,STRING,,,,"^https?://[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}.*$",master_data,"Web address of the official program website or information page providing details about the grant program, application process, and resources.",NCDOT Web Standards
grant,program_vendor_eligibility,program_vendor_eligibility_id,program_vendor_eligibility_id,Program Vendor Eligibility - Program Vendor Eligibility Id,BIGINT,Y,,,,association_data,Primary key for the program_vendor_eligibility association,Internal - M:N Association PK
grant,program_vendor_eligibility,grant_program_id,grant_program_id,Program Vendor Eligibility - Program Id,BIGINT,,grant.grant_program.grant_program_id,,,association_data,Foreign key linking to the grant program for which vendor eligibility is being tracked,Internal - M:N Association FK
grant,program_vendor_eligibility,vendor_id,vendor_id,Program Vendor Eligibility - Vendor Id,BIGINT,,procurement.vendor.vendor_id,,,association_data,Foreign key linking to the vendor whose eligibility is being tracked for this program,Internal - M:N Association FK
grant,program_vendor_eligibility,certification_expiry_date,certification_expiry_date,Certification Expiry Date,DATE,,,,,association_data,Date when the program-specific certification or eligibility expires and requires renewal for this vendor-program combination. Explicitly identified in detection reasoning.,
grant,program_vendor_eligibility,created_date,created_date,Created Date,TIMESTAMP,,,,,association_data,Timestamp when this program-vendor eligibility record was created in the system.,
grant,program_vendor_eligibility,determined_by,determined_by,Determined By,STRING,,,,,association_data,Name or identifier of the grant administrator or certifying official who determined eligibility for this vendor-program combination.,
grant,program_vendor_eligibility,eligibility_determination_date,eligibility_determination_date,Eligibility Determination Date,DATE,,,,,association_data,Date when the eligibility determination was made by the grant program administrator for this vendor-program combination.,
grant,program_vendor_eligibility,eligibility_notes,eligibility_notes,Eligibility Notes,STRING,,,,,association_data,"Free-text notes documenting special conditions, waivers, or additional requirements for this vendor's eligibility in this specific program.",
grant,program_vendor_eligibility,eligibility_status,eligibility_status,Eligibility Status,STRING,,,,,association_data,Current eligibility status of the vendor for this specific grant program. Tracks whether vendor meets program-specific requirements. Explicitly identified in detection reasoning.,
grant,program_vendor_eligibility,last_updated_date,last_updated_date,Last Updated Date,TIMESTAMP,,,,,association_data,Timestamp when this program-vendor eligibility record was last modified.,
grant,program_vendor_eligibility,prequalification_date,prequalification_date,Prequalification Date,DATE,,,,,association_data,Date when the vendor was prequalified or approved for participation in this specific grant program. Explicitly identified in detection reasoning.,
grant,program_vendor_eligibility,program_specific_certification,program_specific_certification,Program Specific Certification,STRING,,,,,association_data,"Type or identifier of program-specific certification required and held by the vendor for this grant program (e.g., DBE certification for DBE programs, SBTDC certification). Explicitly identified in detection reasoning.",
highway,construction_activity,construction_activity_id,construction_activity_id,Construction Activity Identifier,BIGINT,Y,,,,transactional_data,Unique identifier for the construction activity record. Primary key for tracking individual construction activities on highway segments.,AASHTO Transportation Asset Management Guide
highway,construction_activity,bridge_id,bridge_id,Bridge Id (Foreign Key),BIGINT,,bridge.bridge.bridge_id,,,transactional_data,"Foreign key linking to bridge.bridge. Business justification: Construction activities often involve bridge work (repairs, replacements, painting). Project managers track which bridge is affected to coordinate closures, detours, and resource allocation. Optional ",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,transactional_data,Foreign key linking to finance.cost_center. Business justification: Construction activities must track costs against specific cost centers for financial reporting and budget tracking. Project managers use this daily to monitor expenditures against allocated budgets.,Internal - LLM Generated Cross-Domain Link
highway,construction_activity,crash_report_id,crash_report_id,Crash Report Id (Foreign Key),BIGINT,,safety.crash_report.crash_report_id,,,transactional_data,"Foreign key linking to safety.crash_report. Business justification: Construction activities may be initiated in response to crashes (guardrail repair, signage improvements). Engineering teams link construction work to originating crash reports for safety justification",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,crew_assignment_id,crew_assignment_id,Crew Assignment Id (Foreign Key),BIGINT,,maintenance.crew_assignment.crew_assignment_id,,,transactional_data,"Foreign key linking to hr.crew_assignment. Business justification: Construction activities require assigned work crews. Operations teams use this daily to track which crew is performing roadwork, ensuring accountability and resource allocation for highway maintenance",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,crew_id,crew_id,Crew Identifier,BIGINT,,maintenance.crew.crew_id,,"^[A-Z0-9-]{1,15}$",transactional_data,Identifier for the construction crew assigned to perform this activity. Used for labor tracking and productivity analysis.,NCDOT Construction Management System
highway,construction_activity,equipment_id,equipment_id,Equipment Identifier,BIGINT,,asset.equipment.equipment_id,,"^[A-Z0-9-]{1,20}$",transactional_data,Unique identifier for the specific piece of equipment used in the construction activity. Used for equipment tracking and utilization analysis.,NCDOT Equipment Management System
highway,construction_activity,fund_id,fund_id,Fund Id (Foreign Key),BIGINT,,finance.fund.fund_id,,,transactional_data,"Foreign key linking to finance.fund. Business justification: Highway construction projects are financed from specific funds (federal, state, bond). Finance and project teams track which fund pays for each activity for compliance and audit requirements.",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,grade_crossing_id,grade_crossing_id,Grade Crossing Id (Foreign Key),BIGINT,,rail.grade_crossing.grade_crossing_id,,,transactional_data,"Foreign key linking to rail.grade_crossing. Business justification: Highway construction near grade crossings requires coordination with rail operations for safety and access. Construction activities must reference affected crossings to ensure proper flagging, detours",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,project_boundary_id,project_boundary_id,Project Boundary Id (Foreign Key),BIGINT,,gis.project_boundary.project_boundary_id,,,transactional_data,"Foreign key linking to gis.project_boundary. Business justification: Construction activities occur within defined project boundaries. Project boundary defines work zone limits for public notification, traffic management, contractor scope, and environmental compliance t",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,segment_id,segment_id,Highway Segment Identifier,BIGINT,,highway.segment.segment_id,,"^[A-Z0-9-]{1,30}$",transactional_data,Unique identifier for the specific highway segment where construction activity is occurring. Used for asset management and location referencing.,AASHTO Linear Referencing System Guide
highway,construction_activity,terminal_id,terminal_id,Terminal Id (Foreign Key),BIGINT,,ferry.terminal.terminal_id,,,transactional_data,Foreign key linking to ferry.terminal. Business justification: Highway construction activities near ferry terminals require coordination to manage traffic flow and access. NCDOT tracks terminal-adjacent construction to coordinate detours and maintain ferry access,Internal - LLM Generated Cross-Domain Link
highway,construction_activity,vehicle_id,vehicle_id,Vehicle Id (Foreign Key),BIGINT,,dmv.vehicle.vehicle_id,,,transactional_data,"Foreign key linking to dmv.vehicle. Business justification: Construction activities must track contractor vehicles operating on highway projects for regulatory compliance, insurance verification, and access control. Highway operations validates vehicle registr",Internal - LLM Generated Cross-Domain Link
highway,construction_activity,vendor_id,vendor_id,Contractor Identifier,BIGINT,,procurement.vendor.vendor_id,,"^[A-Z0-9]{1,15}$",transactional_data,Unique identifier assigned to the contractor by NCDOT. Used for contractor performance tracking and payment processing.,NCDOT Contractor Prequalification Program
highway,construction_activity,acceptance_date,acceptance_date,Acceptance Date,DATE,,,,,transactional_data,Date when the construction activity was formally accepted by NCDOT as meeting all specifications and quality requirements.,NCDOT Contract Administration Manual
highway,construction_activity,activity_code,activity_code,Construction Activity Code,STRING,,,,"^[A-Z0-9]{3,10}$",transactional_data,Standardized code representing the construction activity type. Used for reporting and cost tracking alignment with NCDOT construction standards.,NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,activity_description,activity_description,Construction Activity Description,STRING,,,,,transactional_data,"Detailed narrative description of the specific construction activity being performed, including scope, materials, and methods.",NCDOT Construction Manual
highway,construction_activity,activity_type,activity_type,Construction Activity Type,STRING,,,,earthwork|grading|paving|bridge_work|drainage|signing|pavement_marking|guardrail|erosion_control|utility_relocation|demolition|clearing|excavation|base_course|surface_course|shoulder_work|median_work|retaining_wall|culvert|traffic_signal|lighting|landscaping|other,transactional_data,"Classification of the construction activity being performed on the highway segment. Defines the nature of work such as earthwork, paving, bridge work, or drainage installation.",AASHTO Construction Manual
highway,construction_activity,actual_cost,actual_cost,Actual Cost,"DECIMAL(15,2)",,,confidential,,transactional_data,Actual total cost incurred for the construction activity based on completed quantities and unit prices. Used for financial reporting and variance analysis.,GASB Statement 34
highway,construction_activity,actual_end_date,actual_end_date,Actual End Date,DATE,,,,,transactional_data,Actual date when the construction activity was completed. Used for schedule performance tracking and closeout.,AASHTO Construction Management Guide
highway,construction_activity,actual_start_date,actual_start_date,Actual Start Date,DATE,,,,,transactional_data,Actual date when the construction activity commenced on site. Used for schedule variance analysis.,AASHTO Construction Management Guide
highway,construction_activity,begin_milepost,begin_milepost,Begin Milepost,"DECIMAL(10,3)",,,,,transactional_data,Starting milepost location of the construction activity on the highway route. Measured in miles from the route origin.,FHWA HPMS Field Manual
highway,construction_activity,change_order_impact,change_order_impact,Change Order Impact,STRING,,,,none|scope_change|cost_increase|cost_decrease|schedule_extension|schedule_acceleration,transactional_data,"Type of impact the change order has on the construction activity (scope, cost, or schedule).",NCDOT Contract Administration Manual
highway,construction_activity,change_order_number,change_order_number,Change Order Number,STRING,,,,"^[A-Z0-9-]{1,20}$",transactional_data,Identifier for any contract change order affecting this construction activity. Used for tracking scope and cost modifications.,NCDOT Contract Administration Manual
highway,construction_activity,completion_percentage,completion_percentage,Completion Percentage,"DECIMAL(5,2)",,,,,transactional_data,Percentage of the construction activity that has been completed. Used for progress tracking and payment calculations. Value between 0 and 100.,AASHTO Construction Management Guide
highway,construction_activity,contract_number,contract_number,Contract Number,STRING,,,,"^[A-Z0-9-]{1,20}$",transactional_data,Unique identifier for the construction contract governing this activity. References the awarded construction contract.,NCDOT Contract Administration Manual
highway,construction_activity,contractor_name,contractor_name,Contractor Name,STRING,,,,,transactional_data,Legal name of the contractor performing the construction activity. Primary contractor responsible for execution.,NCDOT Contractor Prequalification Program
highway,construction_activity,county_code,county_code,County Code,STRING,,,,"^[A-Z]{2,3}$",transactional_data,Code representing the North Carolina county where the construction activity is located. Used for geographic reporting and resource allocation.,NCGS Chapter 153A
highway,construction_activity,county_name,county_name,County Name,STRING,,,,,transactional_data,Full name of the North Carolina county where the construction activity is taking place.,NCGS Chapter 153A
highway,construction_activity,crew_size,crew_size,Crew Size,INT,,,,,transactional_data,Number of workers assigned to the construction crew for this activity. Used for labor cost allocation and safety planning.,OSHA Construction Safety Standards
highway,construction_activity,daily_report_number,daily_report_number,Daily Report Number,STRING,,,,"^[A-Z0-9-]{1,20}$",transactional_data,Identifier for the daily construction report documenting this activity. Used for project documentation and record-keeping.,NCDOT Construction Manual
highway,construction_activity,dbe_participation_percentage,dbe_participation_percentage,Disadvantaged Business Enterprise (DBE) Participation Percentage,"DECIMAL(5,2)",,,,,transactional_data,Percentage of contract value awarded to DBE firms for this construction activity. Used for federal DBE program compliance reporting.,49 CFR Part 26
highway,construction_activity,division_number,division_number,Division of Highways (DOH) Division Number,INT,,,,^([1-9]|1[0-4])$,transactional_data,NCDOT Division of Highways regional division number responsible for the construction activity. North Carolina has 14 highway divisions.,NCDOT Division of Highways Organization
highway,construction_activity,duration_days,duration_days,Duration in Days,INT,,,,,transactional_data,Total number of calendar days the construction activity took to complete from start to finish.,AASHTO Construction Management Guide
highway,construction_activity,end_milepost,end_milepost,End Milepost,"DECIMAL(10,3)",,,,,transactional_data,Ending milepost location of the construction activity on the highway route. Measured in miles from the route origin.,FHWA HPMS Field Manual
highway,construction_activity,environmental_permit_number,environmental_permit_number,Environmental Permit Number,STRING,,,,"^[A-Z0-9-]{1,25}$",transactional_data,"Identifier for environmental permits required for the construction activity (e.g., stormwater, wetlands, air quality permits).",NEPA and Clean Water Act Section 404
highway,construction_activity,equipment_cost,equipment_cost,Equipment Cost,"DECIMAL(15,2)",,,confidential,,transactional_data,"Total cost of equipment usage for the construction activity. Includes rental, fuel, maintenance, and operator costs.",GASB Statement 34
highway,construction_activity,equipment_hours,equipment_hours,Equipment Hours,"DECIMAL(10,2)",,,,,transactional_data,Total hours of equipment operation for this construction activity. Used for equipment cost allocation and maintenance scheduling.,NCDOT Equipment Management System
highway,construction_activity,equipment_type,equipment_type,Equipment Type,STRING,,,,,transactional_data,"Type or category of primary construction equipment used for this activity (e.g., excavator, paver, roller, grader).",NCDOT Equipment Management System
highway,construction_activity,erosion_control_measures,erosion_control_measures,Erosion Control Measures,STRING,,,,,transactional_data,Description of erosion and sediment control measures implemented during the construction activity to comply with environmental regulations.,NCDEQ Erosion and Sediment Control Manual
highway,construction_activity,estimated_cost,estimated_cost,Estimated Cost,"DECIMAL(15,2)",,,confidential,,transactional_data,Estimated total cost for the construction activity based on planned quantities and unit prices. Used for budget planning and tracking.,GASB Statement 34
highway,construction_activity,federal_aid_project,federal_aid_project,Federal Aid Project Status,BOOLEAN,,,,true|false,transactional_data,Indicates whether the construction activity is part of a federally-funded project subject to federal oversight and compliance requirements.,23 CFR Part 635
highway,construction_activity,federal_funding_source,federal_funding_source,Federal Funding Source,STRING,,,,FHWA|FTA|HSIP|CMAQ|STP|BUILD|INFRA|RAISE|state_only|mixed,transactional_data,Federal funding program providing financial support for the construction activity. Used for grant compliance and financial reporting.,23 CFR and OMB Uniform Guidance 2 CFR 200
highway,construction_activity,gps_latitude,gps_latitude,Global Positioning System (GPS) Latitude,"DECIMAL(10,7)",,,,,transactional_data,GPS latitude coordinate of the construction activity location. Used for GIS mapping and spatial analysis.,AASHTO Linear Referencing System Guide
highway,construction_activity,gps_longitude,gps_longitude,Global Positioning System (GPS) Longitude,"DECIMAL(10,7)",,,,,transactional_data,GPS longitude coordinate of the construction activity location. Used for GIS mapping and spatial analysis.,AASHTO Linear Referencing System Guide
highway,construction_activity,labor_cost,labor_cost,Labor Cost,"DECIMAL(15,2)",,,confidential,,transactional_data,"Total labor cost associated with the construction activity. Includes wages, benefits, and labor burden.",GASB Statement 34
highway,construction_activity,lane_closure_count,lane_closure_count,Lane Closure Count,INT,,,,,transactional_data,Number of traffic lanes closed during the construction activity. Used for traffic impact analysis and public communication.,MUTCD Part 6 - Temporary Traffic Control
highway,construction_activity,material_cost,material_cost,Material Cost,"DECIMAL(15,2)",,,confidential,,transactional_data,"Total cost of materials used in the construction activity. Includes all raw materials, supplies, and consumables.",GASB Statement 34
highway,construction_activity,material_quantity,material_quantity,Material Quantity,"DECIMAL(15,3)",,,,,transactional_data,"Total quantity of primary material used in the construction activity, measured in appropriate units (tons, cubic yards, etc.).",NCDOT Materials and Tests Manual
highway,construction_activity,material_source,material_source,Material Source,STRING,,,,,transactional_data,Source location or supplier of the primary material used in the construction activity. Used for quality control and supply chain tracking.,NCDOT Materials and Tests Manual
highway,construction_activity,material_type,material_type,Material Type,STRING,,,,,transactional_data,"Primary type of material used in the construction activity (e.g., asphalt, concrete, aggregate, steel).",NCDOT Materials and Tests Manual
highway,construction_activity,night_work_premium,night_work_premium,Night Work Premium Status,BOOLEAN,,,,true|false,transactional_data,Indicates whether night work premium rates apply to this construction activity. Used for cost accounting and payment processing.,NCDOT Contract Administration Manual
highway,construction_activity,osha_recordable_incident,osha_recordable_incident,Occupational Safety and Health Administration (OSHA) Recordable Incident,BOOLEAN,,,,true|false,transactional_data,Indicates whether an OSHA-recordable safety incident occurred during the construction activity. Used for regulatory compliance reporting.,OSHA 29 CFR 1904
highway,construction_activity,pay_item_description,pay_item_description,Pay Item Description,STRING,,,,,transactional_data,Standard description of the pay item associated with this construction activity as defined in NCDOT specifications.,NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,pay_item_number,pay_item_number,Pay Item Number,STRING,,,,"^[0-9]{4,6}[A-Z]?$",transactional_data,NCDOT standard pay item number associated with this construction activity. Used for contract payment and cost accounting.,NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,project_number,project_number,Project Number,STRING,,,,"^[A-Z0-9.-]{1,20}$",transactional_data,Unique identifier for the parent construction project under which this activity is being performed. Links to the State Transportation Improvement Program (STIP).,NCDOT STIP Guidelines
highway,construction_activity,quality_assurance_passed,quality_assurance_passed,Quality Assurance (QA) Passed Status,BOOLEAN,,,,true|false,transactional_data,Indicates whether the construction activity passed all required quality assurance inspections and tests.,NCDOT Quality Assurance Program
highway,construction_activity,quality_control_test_count,quality_control_test_count,Quality Control (QC) Test Count,INT,,,,,transactional_data,Number of quality control tests performed during the construction activity. Used for quality assurance documentation.,NCDOT Materials and Tests Manual
highway,construction_activity,quantity_completed,quantity_completed,Completed Quantity,"DECIMAL(15,3)",,,,,transactional_data,"Actual quantity of work completed for this construction activity, measured in the appropriate unit. Used for payment and progress reporting.",NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,quantity_planned,quantity_planned,Planned Quantity,"DECIMAL(15,3)",,,,,transactional_data,"Planned quantity of work to be performed for this construction activity, measured in the appropriate unit (e.g., cubic yards, square feet, linear feet).",NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,record_created_timestamp,record_created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when the construction activity record was first created in the system. Used for data lineage and audit purposes.,NIST Cybersecurity Framework
highway,construction_activity,record_updated_timestamp,record_updated_timestamp,Record Updated Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when the construction activity record was last updated in the system. Used for data currency tracking and audit purposes.,NIST Cybersecurity Framework
highway,construction_activity,remarks,remarks,Construction Activity Remarks,STRING,,,,,transactional_data,"Additional notes, comments, or observations about the construction activity. Used for documenting special conditions, issues, or deviations.",NCDOT Construction Manual
highway,construction_activity,safety_incident_count,safety_incident_count,Safety Incident Count,INT,,,,,transactional_data,Number of safety incidents or near-misses that occurred during the construction activity. Used for safety performance tracking.,OSHA Construction Safety Standards
highway,construction_activity,scheduled_end_date,scheduled_end_date,Scheduled End Date,DATE,,,,,transactional_data,Planned date for the construction activity to be completed as specified in the project schedule.,AASHTO Construction Management Guide
highway,construction_activity,scheduled_start_date,scheduled_start_date,Scheduled Start Date,DATE,,,,,transactional_data,Planned date for the construction activity to begin as specified in the project schedule.,AASHTO Construction Management Guide
highway,construction_activity,shift_type,shift_type,Work Shift Type,STRING,,,,day|night|weekend|holiday,transactional_data,Type of work shift during which the construction activity was performed. Affects labor rates and traffic impact.,NCDOT Contract Administration Manual
highway,construction_activity,status,status,Construction Activity Status,STRING,,,,planned|in_progress|suspended|completed|cancelled|on_hold|approved|rejected,transactional_data,"Current status of the construction activity in its lifecycle. Indicates whether work is planned, active, completed, or suspended.",NCDOT Construction Management System
highway,construction_activity,stormwater_compliance,stormwater_compliance,Stormwater Compliance Status,BOOLEAN,,,,true|false,transactional_data,Indicates whether the construction activity is in compliance with stormwater management requirements and permits.,Clean Water Act and NCDEQ Stormwater Rules
highway,construction_activity,subcontractor_name,subcontractor_name,Subcontractor Name,STRING,,,,,transactional_data,"Name of the subcontractor performing specialized work for this construction activity, if applicable.",NCDOT Contract Administration Manual
highway,construction_activity,temperature_fahrenheit,temperature_fahrenheit,Temperature in Fahrenheit,"DECIMAL(5,2)",,,,,transactional_data,Average ambient temperature during the construction activity in degrees Fahrenheit. Critical for quality control of temperature-sensitive materials like asphalt and concrete.,NCDOT Materials and Tests Manual
highway,construction_activity,traffic_control_plan_number,traffic_control_plan_number,Traffic Control Plan (TCP) Number,STRING,,,,"^[A-Z0-9-]{1,20}$",transactional_data,Identifier for the approved traffic control plan governing work zone safety for this construction activity.,MUTCD Part 6 - Temporary Traffic Control
highway,construction_activity,traffic_control_type,traffic_control_type,Maintenance of Traffic (MOT) Control Type,STRING,,,,lane_closure|road_closure|detour|flagging|temporary_signal|work_zone|none,transactional_data,Type of traffic control measures implemented for the construction activity. Ensures compliance with MUTCD work zone safety standards.,MUTCD Part 6 - Temporary Traffic Control
highway,construction_activity,unit_of_measure,unit_of_measure,Unit of Measure,STRING,,,,cubic_yard|square_yard|linear_foot|ton|gallon|each|lump_sum|square_foot|acre|mile|station,transactional_data,Standard unit of measurement for quantifying the construction activity work. Aligns with NCDOT pay item specifications.,NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,unit_price,unit_price,Unit Price,"DECIMAL(15,2)",,,confidential,,transactional_data,Contract unit price for the construction activity per unit of measure. Used for payment calculations and cost tracking.,NCDOT Contract Administration Manual
highway,construction_activity,warranty_expiration_date,warranty_expiration_date,Warranty Expiration Date,DATE,,,,,transactional_data,"Date when the warranty period for the construction activity expires. After this date, NCDOT assumes full maintenance responsibility.",NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,warranty_period_months,warranty_period_months,Warranty Period in Months,INT,,,,,transactional_data,Duration of the warranty period in months for the completed construction activity. Contractor is responsible for defects during this period.,NCDOT Standard Specifications for Roads and Structures
highway,construction_activity,weather_condition,weather_condition,Weather Condition,STRING,,,,clear|rain|snow|fog|wind|extreme_heat|extreme_cold|mixed,transactional_data,Predominant weather conditions during the construction activity. Used for schedule impact analysis and quality control documentation.,NCDOT Construction Manual
highway,construction_activity,weather_delay_hours,weather_delay_hours,Weather Delay Hours,"DECIMAL(10,2)",,,,,transactional_data,Total hours of work delay attributed to adverse weather conditions. Used for schedule variance analysis and contract time adjustments.,NCDOT Contract Administration Manual
highway,construction_activity,work_days_completed,work_days_completed,Work Days Completed,INT,,,,,transactional_data,"Number of actual working days spent on the construction activity, excluding weather delays and non-work days.",NCDOT Contract Administration Manual
highway,construction_activity,work_zone_speed_limit,work_zone_speed_limit,Work Zone Speed Limit,INT,,,,,transactional_data,Posted speed limit in miles per hour within the construction work zone. Enforced for worker and motorist safety.,MUTCD Part 6 - Temporary Traffic Control
highway,construction_impact,construction_impact_id,construction_impact_id,Construction Impact - Construction Impact Id,BIGINT,Y,,,,association_data,Primary key for the construction_impact association,Internal - M:N Association PK
